Departamento,confirmado,recuperados,defunciones,activos
Amazonas,2690.0,2531.0,107.0,52.0
Antioquia,71983.0,51521.0,1465.0,18997.0
Arauca,768.0,454.0,13.0,301.0
Atlantico,63069.0,55100.0,2841.0,5128.0
Bogota,192654.0,125529.0,5008.0,62117.0
Bolivar,23694.0,20523.0,682.0,2489.0
Boyaca,3212.0,1543.0,61.0,1608.0
Caldas,2386.0,1251.0,40.0,1095.0
Caqueta,5069.0,3082.0,166.0,1821.0
Casanare,888.0,517.0,18.0,353.0
Cauca,4329.0,2607.0,140.0,1582.0
Cesar,8067.0,4541.0,212.0,3314.0
Choco,3664.0,3132.0,132.0,400.0
Cordoba,17498.0,11277.0,1103.0,5118.0
Cundinamarca,19829.0,12741.0,559.0,6529.0
Guainia,49.0,14.0,2.0,33.0
Guaviare,236.0,180.0,0.0,56.0
Huila,3690.0,1888.0,94.0,1708.0
La Guajira,4471.0,2971.0,207.0,1293.0
Magdalena,11444.0,8244.0,603.0,2597.0
Meta,7062.0,4538.0,148.0,2376.0
Narino,12846.0,9766.0,458.0,2622.0
Norte de Santander,9134.0,5413.0,531.0,3190.0
Putumayo,2476.0,1576.0,117.0,783.0
Quindio,977.0,519.0,29.0,429.0
Risaralda,5024.0,2654.0,83.0,2287.0
San Andres y Providencia,126.0,59.0,0.0,67.0
Santander,14235.0,7490.0,587.0,6158.0
Sucre,10505.0,7704.0,457.0,2344.0
Tolima,5778.0,3502.0,150.0,2126.0
Valle del Cauca,43598.0,31195.0,1597.0,10806.0
Vaupes,216.0,98.0,1.0,117.0
Vichada,29.0,11.0,1.0,17.0
